日	A	日曰
人火竹日火	OFHAF	鷡鷦
人火竹手山	OFHQU	㲬
人火竹山	OFHU	偗
人火十	OFJ	伞
人火中弓	OFLN	劁
人火一月金	OFMBC	顦
人火一山	OFMU	侊
人火一女弓	OFMVN	甒
人火弓中	OFNL	鄦
人火心	OFP	您
人火心卜一	OFPYM	鹪
人火手	OFQ	伴
人火手火	OFQF	儯
人火手山	OFQU	倦
人火廿	OFT	㑞
人火田	OFW	畲
人土	OG	仕隹
人土月人	OGBO	赁
人土月山金	OGBUC	賃
人土月山山	OGBUU	観
人土金水	OGCE	倰
人土木	OGD	栠集
人土木戈	OGDI	侍
人土水	OGE	隻雙
人土水水	OGEE	䨇
人土火	OGF	㶵焦㸈
人土土	OGG	佳
人土土山	OGGU	僥
人土竹日火	OGHAF	鵀䳡鶴
人土竹弓	OGHN	凭
人土竹手	OGHQ	犨
人土戈	OGI	佉
人土戈中	OGIL	㑢
人土戈女土	OGIVG	雠
人土十	OGJ	隼
人土大尸	OGKS	勧
人土中一尸	OGLMS	雋
人土中弓	OGLN	剉
人土一月金	OGMBC	顀
人土一金田	OGMCW	䣸
人土弓竹尸	OGNHS	隽
人土弓戈	OGNI	儔
人土弓人	OGNO	歓
人土人土	OGOG	雔
人土人土木	OGOGD	雧
人土人土土	OGOGG	𠓾雥
人土人土中	OGOGL	䨊
人土心	OGP	恁
人土心卜一	OGPYM	鹤
人土口	OGR	佶售㘜
人土口土	OGRG	儓
人土口口	OGRR	僖𠏼
人土尸大	OGSK	傲
人土廿十	OGTJ	倖
人土女戈火	OGVIF	䋕
人土田金	OGWC	儥
人土卜金	OGYC	䧶
人土卜一口	OGYMR	讐
人土卜口土	OGYRG	讎
人竹	OH	入
人竹日	OHA	伯
人竹日火	OHAF	鳰
人竹日土	OHAG	偟
人竹月廿	OHBT	侐
人竹月山	OHBU	㑑
人竹月女	OHBV	侬
人竹月卜	OHBY	侜
人竹金水	OHCE	傻
人竹木木	OHDD	㑧
人竹木火	OHDF	偢
人竹木戈	OHDI	俬
人竹木弓	OHDN	俐
人竹木心	OHDP	僁
人竹木口	OHDR	俰
人竹木女	OHDV	倭
人竹木田	OHDW	僠
人竹水	OHE	仮
人竹水竹	OHEH	俢
人竹水手	OHEQ	佭
人竹水口	OHER	佫
人竹水田	OHEW	俻
人竹水卜	OHEY	佟
人竹火心	OHFP	僽
人竹土	OHG	任
人竹土戈	OHGI	𠑥
人竹土口	OHGR	俈
人竹土尸	OHGS	働
人竹土山	OHGU	侁
人竹竹竹	OHHH	㐱
人竹竹十	OHHJ	俾
人竹竹人	OHHO	乑
人竹戈	OHI	仫傀
人竹十	OHJ	仟
人竹十木	OHJD	侏
人竹十土	OHJG	偅
人竹十一	OHJM	倕
人竹十口	OHJR	佸
人竹十山	OHJU	偱
人竹十難	OHJX	偛
人竹大	OHK	仸
人竹大月	OHKB	僑
人竹大中	OHKL	侨
人竹中月	OHLB	偊
人竹中金	OHLC	儨
人竹中人	OHLO	俽
人竹一中	OHML	伒
人竹弓	OHN	仉
人竹弓月	OHNB	佩
人竹弓水	OHNE	伇
人竹弓火	OHNF	𠏵
人竹弓戈	OHNI	𠆩偑
人竹弓大	OHNK	㐽
人竹弓弓	OHNN	㑉
人竹人日	OHOA	偺
人竹人戈	OHOI	偫
人竹人人	OHOO	傱
人竹人口	OHOR	倃
人竹心	OHP	仛
人竹心日	OHPA	㒐
人竹心一	OHPM	低
人竹手	OHQ	件
人竹手戈	OHQI	俄
人竹手人	OHQO	佚
人竹手山	OHQU	𠇔
人竹口火	OHRF	𠌥
人竹尸	OHS	作
人竹尸月	OHSB	偏
人竹尸土	OHSG	僱
人竹尸大	OHSK	儌
人竹廿	OHT	㐼
人竹山金	OHUC	儹
人竹女火	OHVF	係
人竹女中	OHVL	仰
人竹田心	OHWP	傯
人竹難金	OHXC	㒜
人竹難水	OHXE	傁
人竹難竹	OHXH	㑗
人竹難山	OHXU	倪㒨
人竹卜山	OHYU	傂
人戈	OI	伐
人戈日月廿	OIABT	饂
人戈日戈	OIAI	飠
人戈日一竹	OIAMH	餳
人戈日心心	OIAPP	餛
人戈日心女	OIAPV	餲
人戈日口	OIAR	倉
人戈日女	OIAV	俍食䬶
人戈日田水	OIAWE	饅
人戈日卜火	OIAYF	䭘
人戈月月月	OIBBB	餶
人戈月竹難	OIBHX	饀
人戈月戈	OIBI	傅
人戈月十十	OIBJJ	餫
人戈月一	OIBM	飷
人戈月一心	OIBMP	䭡
人戈月一口	OIBMR	餇
人戈月心	OIBP	㑷
人戈月女	OIBV	餒
人戈金水	OICE	俊
人戈金弓竹	OICNH	䬾
人戈金口山	OICRU	䬽
人戈金卜人	OICYO	餩
人戈木	OID	𠇲
人戈木日一	OIDAM	餷
人戈木十	OIDJ	䬴
人戈木中	OIDL	餗
人戈木一	OIDM	䬱
人戈水水水	OIEEE	餟
人戈火月木	OIFBD	饓
人戈火月土	OIFBG	饄
人戈火火	OIFF	餤
人戈火手	OIFQ	䬳
人戈土	OIG	垡
人戈土月廿	OIGBT	饐
人戈土土山	OIGGU	饒
人戈土戈廿	OIGIT	饁
人戈土口口	OIGRR	饎
人戈土廿水	OIGTE	䵾
人戈竹日火	OIHAF	鴒
人戈竹日土	OIHAG	餭
人戈竹月口	OIHBR	餉
人戈竹木女	OIHDV	餧
人戈竹水	OIHE	飯
人戈竹水口	OIHER	餎
人戈竹火	OIHF	傶
人戈竹土	OIHG	飪
人戈竹竹中	OIHHL	飹
人戈竹竹田	OIHHW	餾
人戈竹戈	OIHI	餽
人戈竹十口	OIHJR	餂
人戈竹大	OIHK	飫
人戈竹弓	OIHN	飢
人戈竹弓水	OIHNE	䬦
人戈竹人弓	OIHON	餰
人戈竹心	OIHP	侂飥
人戈竹心戈	OIHPI	䬫
人戈竹手	OIHQ	侔
人戈竹手戈	OIHQI	餓
人戈竹尸	OIHS	𠉛飵
人戈竹尸月	OIHSB	䭏
人戈竹山金	OIHUC	饡
人戈竹山心	OIHUP	䭒
人戈竹難水	OIHXE	餿
人戈戈	OII	俴
人戈戈月戈	OIIBI	餺
人戈戈金水	OIICE	餕
人戈戈木火	OIIDF	䭧
人戈戈木口	OIIDR	饝
人戈戈木卜	OIIDY	䭩
人戈戈火	OIIF	㒍
人戈戈竹	OIIH	傪
人戈戈戈	OIII	餞
人戈戈十月	OIIJB	餔
人戈戈中口	OIILR	餹
人戈戈手	OIIQ	䬻
人戈戈口	OIIR	飴
人戈戈廿金	OIITC	䭠
人戈戈廿火	OIITF	䭖
人戈十月	OIJB	俌
人戈十月木	OIJBD	餑
人戈十月火	OIJBF	𩟔
人戈十月女	OIJBV	饢
人戈十水	OIJE	俅
人戈十中弓	OIJLN	䭄
人戈十心弓	OIJPN	䭢
人戈十口月	OIJRB	餬
人戈十口口	OIJRR	館
人戈十廿金	OIJTC	饙
人戈大	OIK	仪伏
人戈大金火	OIKCF	䭜
人戈大水	OIKE	㑓
人戈大火	OIKF	偽
人戈大十廿	OIKJT	餴
人戈大大月	OIKKB	餙餚
人戈大中山	OIKLU	餣
人戈大一月	OIKMB	䭉
人戈大尸	OIKS	伪
人戈大山	OIKU	优
人戈中月	OILB	傭
人戈中月大	OILBK	䬬
人戈中一金	OILMC	饋
人戈中一戈	OILMI	蝕
人戈中一一	OILMM	韱
人戈中一人	OILMO	餆
人戈中弓	OILN	刽
人戈中口	OILR	傏
人戈一月金	OIMBC	領
人戈一月大	OIMBK	餪
人戈一月人	OIMBO	领
人戈一火	OIMF	䬪
人戈一土戈	OIMGI	㺸
人戈一戈土	OIMIG	䬹
人戈一十	OIMJ	飦
人戈一一山	OIMMU	䬧
人戈一弓	OIMN	飣
人戈一人	OIMO	佽
人戈一口廿	OIMRT	餖
人戈一山日	OIMUA	䭙
人戈一女弓	OIMVN	瓴
人戈弓	OIN	今
人戈弓金	OINC	貪
人戈弓木人	OINDO	𡦈
人戈弓竹難	OINHX	餡
人戈弓戈	OINI	令
人戈弓戈弓	OININ	䬷
人戈弓十大	OINJK	䭛
人戈弓大手	OINKQ	䭈
人戈弓中	OINL	邻
人戈弓人	OINO	飲
人戈弓心	OINP	念
人戈弓口	OINR	含
人戈弓口戈	OINRI	饞
人戈弓廿	OINT	盦
人戈弓女	OINV	衾
人戈弓田	OINW	酓
人戈人	OIO	飤
人戈人日水	OIOAE	𩜲
人戈人竹土	OIOHG	餁
人戈人竹竹	OIOHH	飻
人戈人戈	OIOI	俯
人戈人戈心	OIOIP	䭃
人戈人大	OIOK	俟
人戈人大尸	OIOKS	飭
人戈人中月	OIOLB	飾
人戈人一日	OIOMA	䭝
人戈人一木	OIOMD	餘
人戈人一口	OIOMR	餄
人戈人弓	OION	䬣
人戈人弓木	OIOND	餼
人戈人弓大	OIONK	餱
人戈人心	OIOP	㒣
人戈人口木	OIORD	䭋
人戈心	OIP	代怤
人戈心金	OIPC	㒃
人戈心火	OIPF	儦
人戈心土口	OIPGR	䭇
人戈心竹	OIPH	飶
人戈心大弓	OIPKN	䬨
人戈心一	OIPM	侙
人戈心口	OIPR	䬲
人戈心口山	OIPRU	飽
人戈心廿木	OIPTD	䭎
人戈心山	OIPU	飩
人戈心卜一	OIPYM	鸰
人戈手一廿	OIQMT	䭍
人戈口	OIR	佁
人戈口日山	OIRAU	䭂
人戈口月	OIRB	䬼
人戈口心	OIRP	㖚
人戈口山金	OIRUC	饌
人戈尸竹	OISH	䬢
人戈尸竹口	OISHR	䬰
人戈尸竹山	OISHU	䬿
人戈尸十	OISJ	餌
人戈尸大	OISK	㑦
人戈尸一	OISM	傓
人戈尸一一	OISMM	翎
人戈尸一口	OISMR	飼
人戈尸一女	OISMV	餦
人戈尸口口	OISRR	饇
人戈廿	OIT	㑘
人戈廿日大	OITAK	饃
人戈廿月大	OITBK	饊
人戈廿月人	OITBO	饛
人戈廿金	OITC	儣
人戈廿水戈	OITEI	䭦
人戈廿土火	OITGF	餻
人戈廿土心	OITGP	䭐
人戈廿土口	OITGR	饍
人戈廿土廿	OITGT	饚
人戈廿大	OITK	餀
人戈廿中大	OITLK	䭊
人戈廿中一	OITLM	饉
人戈廿人女	OITOV	䭥
人戈廿心木	OITPD	䭟
人戈廿手	OITQ	䬺
人戈廿手土	OITQG	饈
人戈廿廿	OITT	餅
人戈廿難金	OITXC	䭑
人戈廿卜尸	OITYS	餝
人戈山一口	OIUMR	𩜠
人戈山一廿	OIUMT	䭓
人戈山人月	OIUOB	䭨
人戈山山	OIUU	飿
人戈女	OIV	姇
人戈女日	OIVA	储
人戈女戈戈	OIVII	饑
人戈女戈人	OIVIO	䬮
人戈女弓人	OIVNO	餯
人戈田木	OIWD	餜
人戈田十口	OIWJR	䭅
人戈田中土	OIWLG	饠
人戈田中十	OIWLJ	䭞
人戈田一女	OIWMV	餵
人戈田廿十	OIWTJ	饆
人戈卜金大	OIYCK	餃
人戈卜土	OIYG	飳
人戈卜竹口	OIYHR	䭔
人戈卜竹女	OIYHV	餏
人戈卜十十	OIYJJ	餠
人戈卜中口	OIYLR	䭤
人戈卜一竹	OIYMH	饖
人戈卜弓十	OIYNJ	䭀
人戈卜口	OIYR	䬯
人戈卜口女	OIYRV	饟
人戈卜廿土	OIYTG	䭚
人戈卜廿大	OIYTK	餸
人戈卜廿口	OIYTR	餢
人戈卜廿山	OIYTU	䭗
人戈卜女人	OIYVO	䬵
人戈卜田一	OIYWM	饘
人戈卜難	OIYX	䭣
人戈卜卜	OIYY	飰
人十	OJ	什午
人十月	OJB	伂
人十月金	OJBC	傎
人十月木	OJBD	侼
人十月十	OJBJ	㑲
人十月一	OJBM	值𠊙
人十月女	OJBV	儾
人十金一	OJCM	倥
人十金口	OJCR	傛
人十木	OJD	佅
人十木戈	OJDI	㑏
人十水	OJE	伎
人十土	OJG	㙦
人十竹日火	OJHAF	鶽
人十竹竹竹	OJHHH	𢒑
人十竹心	OJHP	侘
人十戈戈	OJII	傳
人十戈十	OJIJ	儎
人十戈心	OJIP	僡
人十戈手	OJIQ	傤
人十十大	OJJK	僌
人十大	OJK	仗
人十大日	OJKA	偖
人十大木	OJKD	侾
人十大火	OJKF	𠐟
人十大心	OJKP	佬
人十大尸	OJKS	侤
人十中大	OJLK	使
人十中弓	OJLN	倳
人十中人	OJLO	倢
人十一	OJM	伫
人十一金	OJMC	儐
人十一火	OJMF	倧
人十一一	OJMM	𠊿
人十一一口	OJMMR	啎
人十一弓	OJMN	佇
人十一人	OJMO	𠉵傢
人十一山	OJMU	俒
人十弓山	OJNU	倇
人十人金	OJOC	傧
人十人弓	OJON	𠍅
人十心	OJP	佗
人十心弓	OJPN	儜
人十心山	OJPU	侥㑻
人十口	OJR	估
人十口大	OJRK	做
人十口口	OJRR	倌㑸
人十尸中	OJSL	厁
人十廿金	OJTC	僨
人十廿土	OJTG	僿
人十廿人	OJTO	偾
人十廿卜	OJTY	㒏
人十山	OJU	缶
人十女	OJV	侒
人十田十	OJWJ	俥
人大	OK	㐲攵矢
人大月	OKB	侑
人大月山	OKBU	䀺
人大月山山	OKBUU	䂓
人大金	OKC	鋚
人大金火	OKCF	僚
人大金山	OKCU	傄
人大金田日	OKCWA	矰
人大木	OKD	㑈
人大水	OKE	伖
人大火	OKF	焂
人大土口	OKGR	䂒
人大土廿十	OKGTJ	䂔
人大竹日水	OKHAE	瀪
人大竹日火	OKHAF	鴙𪄴
人大竹月卜	OKHBY	矪
人大竹木女	OKHDV	矮
人大竹土	OKHG	俇
人大竹大	OKHK	矨
人大竹大月	OKHKB	矯
人大竹大中	OKHKL	矫
人大戈	OKI	㑀
人大十廿	OKJT	倴
人大大月	OKKB	俙
人大大大	OKKK	傸
人大中月	OKLB	佈
人大中木	OKLD	侟
人大中山	OKLU	俺
人大一	OKM	佐
人大一火	OKMF	倷
人大一口	OKMR	倚
人大一口廿	OKMRT	短
人大一尸	OKMS	侉
人大弓	OKN	仇侇
人大弓木	OKND	𢻯
人大弓十	OKNJ	伜
人大弓中	OKNL	矧
人大弓弓	OKNN	偧
人大弓田火	OKNWF	鰵
人大弓田一	OKNWM	鳘
人大人土	OKOG	雉
人大人大	OKOK	㑵
人大人人	OKOO	俠
人大人人土	OKOOG	矬
人大心	OKP	悠慜
人大心月	OKPB	僀
人大手	OKQ	伡
人大口	OKR	佑知
人大口卜人	OKRYO	跾
人大尸	OKS	仂
人大尸竹口	OKSHR	䂏
人大尸口	OKSR	伽
人大尸尸	OKSS	矩
人大廿	OKT	侠
人大廿中十	OKTLJ	䩦
人大廿人水	OKTOE	矱
人大山山	OKUU	䂐
人大女	OKV	㛜
人大女戈火	OKVIF	繁
人大女弓人	OKVNO	䂕
人大田中心	OKWLP	矲
人大卜一心	OKYMP	䂑
人中	OL	个仲
人中月	OLB	㠳
人中月大	OLBK	佒
人中水土	OLEG	㑠
人中竹日	OLHA	㫦
人中竹日火	OLHAF	䲸
人中竹火	OLHF	倐
人中竹戈	OLHI	䖺
人中竹田	OLHW	偹
人中中	OLL	介
人中中大	OLLK	敒
人中中弓	OLLN	佛
人中中心	OLLP	㖋
人中一月山	OLMBU	睂
人中一金	OLMC	僓
人中一人	OLMO	佻
人中一廿	OLMT	儘
人中一卜	OLMY	俳
人中弓大	OLNK	候
人中弓人	OLNO	㰡
人中人月	OLOB	脩
人中人木	OLOD	條
人中人火	OLOF	儵絛鯈
人中人竹	OLOH	修
人中人十	OLOJ	鞗
人中人大	OLOK	倏攸
人中人一	OLOM	翛
人中心	OLP	𠊞
人中心月	OLPB	偝
人中手	OLQ	侓
人中尸	OLS	们
人中田	OLW	伷
人中田中	OLWL	伸
人中田尸	OLWS	俜
人中田女	OLWV	僂
人一	OM	丘亼𠓛仜仝㒰
人一日	OMA	佰
人一日一戈	OMAMI	𦉡
人一月月	OMBB	儒
人一月金	OMBC	㑯
人一月水	OMBE	優
人一月大	OMBK	偄
人一月中	OMBL	侕
人一月弓	OMBN	俞
人一月人	OMBO	㑔
人一月心	OMBP	𢜒愈
人一月廿	OMBT	侖
人一月女	OMBV	兪
人一金	OMC	兵
人一木	OMD	㐵余
人一木一	OMDM	伍儮
人一木心	OMDP	悆
人一木山	OMDU	峹嵞
人一木田	OMDW	畬
人一火	OMF	伓
人一火月	OMFB	儞
人一火十	OMFJ	伻
人一火一	OMFM	伾佥
人一火口	OMFR	俖
人一土	OMG	全
人一土月	OMGB	侢
人一土金	OMGC	釒
人一土大	OMGK	𠊷
人一土弓	OMGN	倒
人一土廿	OMGT	㑝
人一竹	OMH	乒
人一竹火	OMHF	傆
人一戈	OMI	乓
人一戈土	OMIG	侄
人一十	OMJ	仠
人一十口	OMJR	舍
人一十女	OMJV	钅
人一大卜	OMKY	㒎
人一中	OML	㐃
人一中月	OMLB	倆𠉴
人一中大	OMLK	便
人一中一	OMLM	俹
人一中弓	OMLN	剑
人一中人	OMLO	㑒
人一中田	OMLW	価
人一一	OMM	仁
人一一火	OMMF	佘
人一一戈	OMMI	会伝
人一一一	OMMM	仨
人一一心	OMMP	儷
人一一口	OMMR	俉
人一一山	OMMU	㐾
人一一女	OMMV	佞侲
人一一女弓	OMMVN	㽂
人一弓	OMN	仃气
人一弓中	OMNL	邱䣃
人一弓弓	OMNN	例
人一弓人	OMNO	歙
人一弓口	OMNR	何
人一人月	OMOB	㑂俩
人一人大	OMOK	敛
人一心一	OMPM	倵
人一口	OMR	合
人一口月	OMRB	龠
人一口中	OMRL	命
人一口一	OMRM	翕
人一口人	OMRO	僉
人一口心	OMRP	㥐龕
人一口手	OMRQ	拿搻
人一口口	OMRR	樖
人一口廿	OMRT	侸弇盒
人一口山	OMRU	𥅽
人一口田	OMRW	偪畣
人一尸中	OMSL	卸
人一尸心	OMSP	屔
人一尸山	OMSU	伌
人一廿竹	OMTH	俨
人一廿弓	OMTN	侀
人一山	OMU	㐳岳
人一山日	OMUA	僭
人一女竹	OMVH	伢
人一女戈	OMVI	傉
人一女一	OMVM	俓
人一女弓	OMVN	佤
人一田日	OMWA	㑹會
人一田金	OMWC	價
人一田木	OMWD	傈僳
人一田火	OMWF	僄
人一田中	OMWL	偭
人一田一	OMWM	僵
人一田手	OMWQ	僲
人一田山	OMWU	僊
人一田女	OMWV	偠
人一卜水	OMYE	㪧
人一卜火	OMYF	傿
人一卜一	OMYM	佂
人弓	ON	乞㐈亿
人弓日	ONA	氜
人弓日月廿	ONABT	氲
人弓日一竹	ONAMH	氱
人弓日人	ONAO	像
人弓日山	ONAU	俛
人弓月金	ONBC	偩
人弓月竹山	ONBHU	觎
人弓月尸	ONBS	𠋀
人弓月山山	ONBUU	覦
人弓金口	ONCR	儋
人弓金尸竹	ONCSH	氛
人弓木	OND	仔
人弓木田	ONDW	氭
人弓火	ONF	你
人弓火月	ONFB	㲵
人弓火木	ONFD	氣
人弓火火	ONFF	氮
人弓土	ONG	𡌅
人弓竹日火	ONHAF	鳹
人弓竹月	ONHB	僪
人弓竹木	ONHD	㑱
人弓竹水	ONHE	伋
人弓竹水卜	ONHEY	氡
人弓竹手山	ONHQU	毹
人弓竹尸	ONHS	仍
人弓戈	ONI	㐴㒱
人弓戈月	ONIB	俑
人弓戈弓	ONIN	伃侈
人弓戈口	ONIR	佲
人弓十大	ONJK	㒈
人弓十口山	ONJRU	氪
人弓十女	ONJV	氨
人弓大	ONK	気
人弓大金	ONKC	䫛
人弓大土	ONKG	侹
人弓大中	ONKL	鄇
人弓大手	ONKQ	健
人弓大尸	ONKS	㔕
人弓中	ONL	伄𠇁氕㲴
人弓中中	ONLL	氘
人弓中中中	ONLLL	氚
人弓中中弓	ONLLN	氟
人弓中弓	ONLN	刉㓱
人弓中田中	ONLWL	氠
人弓一金田	ONMCW	氥
人弓一大	ONMK	侯
人弓一中一	ONMLM	氬
人弓一人月	ONMOB	氞
人弓一廿金	ONMTC	氩
人弓一山	ONMU	佹
人弓一女一	ONMVM	氫
人弓一女弓	ONMVN	㼶
人弓弓竹尸	ONNHS	氖
人弓弓中	ONNL	鄃
人弓弓人	ONNO	㰟歈
人弓弓人一	ONNOM	氢
人弓人	ONO	㐸
人弓人月	ONOB	偦氝
人弓人土	ONOG	雂
人弓人大	ONOK	㩿
人弓人廿	ONOT	僜
人弓心	ONP	忥
人弓手木	ONQD	傑
人弓手一月	ONQMB	氰
人弓口戈	ONRI	儳
人弓口心	ONRP	㖌
人弓口口十	ONRRJ	㲷
人弓尸木	ONSD	鿇
人弓尸一	ONSM	㑇
人弓廿手	ONTQ	氧
人弓山	ONU	氙
人弓女一	ONVM	㐷
人弓女弓水	ONVNE	氯
人弓田日	ONWA	𠐔
人弓田木	ONWD	𣱣
人弓田大	ONWK	氤
人弓田人廿	ONWOT	氳
人弓卜水	ONYE	㪁㪂
人弓卜女人	ONYVO	氦
人弓卜田戈	ONYWI	㲶
人人	OO	从
人人日	OOA	㫺
人人日竹	OOAH	傷
人人月	OOB	㐻
人人月土	OOBG	傕
人人月一	OOBM	俎
人人月人	OOBO	肏
人人火	OOF	伱
人人土	OOG	倠坐
人人土水	OOGE	夎
人人土火	OOGF	僬
人人土尸	OOGS	㑺儁
人人戈	OOI	㦰
人人戈金	OOIC	僋
人人戈戈	OOII	伶
人人戈弓	OOIN	仱
人人戈心	OOIP	㑫
人人戈口	OOIR	傖
人人十	OOJ	仵
人人大口	OOKR	倁
人人大尸	OOKS	伤
人人中	OOL	㑖
人人中中	OOLL	价
人人中弓	OOLN	劍
人人一	OOM	丛
人人一日	OOMA	儈
人人一月	OOMB	倫㒢
人人一月金	OOMBC	顩
人人一月山	OOMBU	䁞
人人一金	OOMC	㑟
人人一木	OOMD	俆
人人一土	OOMG	佺
人人一戈	OOMI	侩
人人一一	OOMM	俭
人人一弓	OOMN	㐹偷
人人一人	OOMO	儉
人人一口	OOMR	佮
人人一女	OOMV	偸
人人弓	OON	仡
人人弓木	OOND	㑶
人人弓人	OONO	㰸歛
人人人	OOO	众㐺
人人人土	OOOG	侳
人人人十	OOOJ	傘
人人人大	OOOK	斂
人人人人	OOOO	𠈌
人人心	OOP	伦
人人口一	OORM	㒆
人人尸竹	OOSH	劎
人人尸竹戈	OOSHI	劒
人人尸十	OOSJ	耸
人人尸大	OOSK	劔
人人尸山	OOSU	伧
人人廿火	OOTF	㒇
人人廿手	OOTQ	儛
人人山	OOU	佡
人人田卜	OOWY	侮
人人卜水	OOYE	㪘
人人卜大	OOYK	𠍁
人人卜一	OOYM	㑅
人心	OP	伈化
人心日	OPA	侚
人心月人	OPBO	货
人心月山金	OPBUC	貨貸
人心月山水	OPBUE	䦆
人心月卜一	OPBYM	䥾
人心木	OPD	㐌他柋
人心土	OPG	垈
人心竹	OPH	佖
人心竹竹	OPHH	伆
人心竹一尸	OPHMS	䥿
人心竹手	OPHQ	牮
人心戈	OPI	仢
人心戈一	OPIM	伨
人心戈尸一	OPISM	䦂
人心戈女水	OPIVE	䥽
人心十	OPJ	华
人心十戈女	OPJIV	䦄
人心大人	OPKO	儗
人心大心	OPKP	偬
人心中月	OPLB	帒
人心一金	OPMC	傾
人心一大山	OPMKU	䥻
人心一人	OPMO	倾
人心一女竹	OPMVH	䥺
人心人	OPO	伥
人心人大	OPOK	敜
人心心	OPP	仳
人心心日	OPPA	偕
人心心竹竹	OPPHH	䥼
人心手十中	OPQJL	䦁
人心口	OPR	佝
人心口山	OPRU	佨
人心尸一一	OPSMM	䦀
人心廿	OPT	伳
人心廿木	OPTD	偞
人心廿十日	OPTJA	䦃
人心廿廿口	OPTTR	䦅
人心山	OPU	伅岱
人心山山	OPUU	㑳
人心田土火	OPWGF	黛
人心卜竹女	OPYHV	袋
人手	OQ	㐿年
人手月山	OQBU	儬
人手木	OQD	㑍
人手竹日火	OQHAF	鵇
人手竹火	OQHF	𠎧
人手竹大	OQHK	偰
人手竹中	OQHL	㑜
人手十	OQJ	仹
人手大日	OQKA	偆
人手大水	OQKE	傣
人手大戈	OQKI	俦
人手大手	OQKQ	俸
人手一月	OQMB	倩
人手一金	OQMC	債
人手一火	OQMF	傃
人手一人	OQMO	债
人手一女	OQMV	俵
人手弓戈	OQNI	传
人手人	OQO	伕
人手人日	OQOA	僣
人手人金	OQOC	儧
人手尸	OQS	伟
人口	OR	㐰
人口日	ORA	智
人口日山	ORAU	俋
人口月金	ORBC	傊
人口月山金	ORBUC	䝷
人口金	ORC	伿
人口木	ORD	保
人口木火	ORDF	䳰
人口木竹水	ORDHE	㿯
人口竹日火	ORHAF	鴿鵨鶬
人口竹手山	ORHQU	㲛
人口竹口	ORHR	侶
人口竹山	ORHU	㑆侃
人口戈	ORI	戧
人口戈十月	ORIJB	舖
人口戈大心	ORIKP	龛
人口十口口	ORJRR	舘
人口中弓	ORLN	㓣㓧創
人口中口	ORLR	佀
人口一月金	ORMBC	頜頷
人口一月人	ORMBO	颔
人口一金田	ORMCW	䣽
人口一土	ORMG	侱
人口一大	ORMK	俣
人口一女弓	ORMVN	㼨
人口一田廿	ORMWT	盫
人口弓	ORN	㐛
人口弓戈弓	ORNIN	舒
人口弓中	ORNL	郃
人口弓人	ORNO	欱
人口人土	OROG	䧻䧾
人口人大	OROK	㑨㪉
人口心	ORP	𢜔
人口心卜一	ORPYM	鸽
人口手	ORQ	㧱
人口口	ORR	侣
人口口木	ORRD	僺
人口口十	ORRJ	僤
人口口大	ORRK	儼
人口口口	ORRR	偘
人口口尸	ORRS	偔
人口口難山	ORRXU	鼅
人口尸十	ORSJ	偮
人口尸一一	ORSMM	䎏
人口山	ORU	㐶
人口山金	ORUC	僎
人口女大	ORVK	俁
人口難山	ORXU	僶
人口卜水	ORYE	假敆
人口卜人	ORYO	促
人尸日女	OSAV	偃𠍾
人尸木	OSD	榘
人尸水土	OSEG	㒑
人尸水廿	OSET	㒘
人尸竹戈	OSHI	仞
人尸竹口	OSHR	佋
人尸戈一	OSIM	㒊
人尸十	OSJ	佴
人尸十十	OSJJ	㒤
人尸十中	OSJL	倻
人尸十口	OSJR	倨
人尸十山	OSJU	㑙
人尸大	OSK	伊
人尸大口	OSKR	侰
人尸中中	OSLL	𠈄
人尸一	OSM	仺
人尸一水	OSME	侵㑴
人尸一土	OSMG	㑌偓㒛
人尸一土戈	OSMGI	㺱
人尸一竹	OSMH	僇
人尸一口	OSMR	伺
人尸一廿	OSMT	儖
人尸一女	OSMV	倀
人尸弓木	OSND	僝
人尸弓人	OSNO	飮
人尸人	OSO	伬
人尸人卜	OSOY	侭
人尸心	OSP	伲㤰
人尸手火	OSQF	傌
人尸手中	OSQL	㑚
人尸口十	OSRJ	僻
人尸口口	OSRR	傴
人尸尸	OSS	佢
人尸尸人	OSSO	㒪
人尸尸口	OSSR	侷
人尸廿廿	OSTT	偋
人尸山	OSU	仓
人尸山山	OSUU	倔
人廿日	OTA	借
人廿日十	OTAJ	䓥
人廿月金	OTBC	倎
人廿月土	OTBG	㒗
人廿月弓	OTBN	偂
人廿金	OTC	供
人廿金木	OTCD	㒒
人廿金竹	OTCH	𠊠
人廿金中	OTCL	㒋䣏
人廿金人	OTCO	僕僛
人廿金田	OTCW	偤
人廿木木	OTDD	橆
人廿火	OTF	無
人廿土戈	OTGI	儀
人廿土口	OTGR	僐
人廿竹月	OTHB	備
人廿竹弓	OTHN	𠍆
人廿戈火	OTIF	儰
人廿十日	OTJA	㒂
人廿大口	OTKR	偌
人廿中大	OTLK	偀
人廿中一	OTLM	僅
人廿中人	OTLO	傼
人廿一	OTM	佄
人廿一金	OTMC	倛僙
人廿一女	OTMV	偡
人廿弓戈手	OTNIQ	舞
人廿人土	OTOG	儺
人廿心月	OTPB	僃
人廿心木	OTPD	僷
人廿手	OTQ	佯
人廿手一	OTQM	傞
人廿口大	OTRK	儆
人廿尸十	OTSJ	傇
人廿廿	OTT	併
人廿廿月	OTTB	傋
人廿田	OTW	㑋㑤
